pH,Elevation
6.737659931,1561.426514
7.854259014,524.209839
6.588612556,665.322266
6.535228729,875.386108
6.583775997,1155.578857
6.410614967,1100.233154
6.497820377,1037.17041
6.896962166,749.786194
6.654439449,785.433777
6.688159466,757.569885
6.70270443,916.805237
6.719117641,916.805237
6.61250782,925.228821
5.673319817,651.927673
6.362271786,806.326538
5.669230461,875.386108
6.46149683,887.638123
6.422280788,887.638123
6.436561584,1155.578857
6.416895866,1037.17041
6.342284203,1100.233154
6.589440823,757.569885
6.590976238,785.433777
6.786623001,749.786194
6.488434792,916.805237
6.605341434,916.805237
6.464395523,925.228821
7.50205946,554.234009
6.619674683,352.684326
6.603198051,352.684326
6.611149788,431.404266
6.831142426,367.818115
6.43474102,550.33136
6.528370857,444.502045
5.857788563,651.927673
6.672524452,1218.903198
6.13862133,1133.36011
6.446602821,876.887207
6.386207581,1100.36743
5.927553177,875.386108
6.370060444,806.326538
6.631112099,1561.426514
5.839997292,1636.796875
7.45263195,558.949829
6.551697731,1400.852417
7.511423588,524.209839
6.161912441,1266.984375
6.521052361,665.322266
6.457168579,875.386108
6.322085857,887.638123
6.372508049,887.638123
6.836624622,367.818115
6.610199451,444.502045
6.653484344,431.404266
6.655536652,352.684326
6.320711136,550.33136
7.770077705,554.234009
6.497142792,876.887207
6.665768623,1100.36743
6.414088249,1100.233154
6.828351498,1218.903198
6.503147602,1155.578857
6.507606983,1037.17041
6.278295994,1133.36011
6.025567532,1266.984375
6.512767315,558.949829
5.951060295,1636.796875
6.684158802,1400.852417
7.726928711,524.209839
6.683637619,1561.426514
6.402499199,875.386108
6.685017109,916.805237
6.525798798,665.322266
6.680232048,916.805237
6.514794827,925.228821
5.879084587,651.927673
5.725159168,875.386108
6.251466751,806.326538
6.253183365,887.638123
6.19436121,887.638123
6.518838882,431.404266
6.457458973,352.684326
6.310517311,444.502045
6.727017879,367.818115
5.54376173,651.927673
6.069097519,876.887207
5.949632168,1100.36743
6.414026737,1218.903198
6.01557827,1133.36011
6.163650513,806.326538
5.477576733,875.386108
6.102392673,1266.984375
6.132969379,1400.852417
6.647494316,1561.426514
6.323313236,875.386108
6.375161648,665.322266
6.174211979,887.638123
6.345733166,1100.233154
6.520280361,1037.17041
6.550827503,1155.578857
6.73410511,757.569885
6.884935856,749.786194
6.712106228,785.433777
6.760196686,916.805237
6.689452171,916.805237
6.610676765,925.228821
6.678417683,874.982056
6.557061672,773.111755
5.856523037,876.887207
6.336712837,1209.671997
6.720948219,718.657593
6.8327384,654.744446
6.639498711,655.070984
6.667093754,579.964905
6.749499321,852.403687
6.782607555,881.295166
6.799335957,749.684937
6.784647942,1561.426514
6.354358196,1266.984375
6.614538193,665.322266
6.504621983,875.386108
5.922856808,651.927673
5.860243797,875.386108
6.444044113,806.326538
6.513776302,887.638123
6.457754612,887.638123
7.781601906,554.234009
6.556143761,550.33136
7.027142048,367.818115
6.812300682,352.684326
6.791435242,431.404266
6.860106468,352.684326
6.711814404,444.502045
6.958226204,1218.903198
6.859833241,1100.36743
6.199131012,1133.36011
6.526646137,1400.852417
6.827328682,558.949829
7.783083916,524.209839
6.510723591,1100.233154
6.610563755,1155.578857
6.67961359,1037.17041
7.006301403,749.786194
6.756742954,757.569885
6.773383617,785.433777
6.839872837,916.805237
6.829472542,916.805237
6.692228317,925.228821
6.727576256,550.33136
5.825989246,651.927673
7.210323811,352.684326
6.975018024,431.404266
6.742242336,444.502045
7.164246559,367.818115
7.264827251,352.684326
5.775702953,875.386108
6.37040472,1133.36011
7.027196884,1218.903198
6.658587456,876.887207
6.404292107,806.326538
6.647106647,1100.36743
6.35421896,1266.984375
6.60890913,1400.852417
6.715012074,1561.426514
6.190276623,1636.796875
6.94263649,558.949829
6.351660728,665.322266
6.511837006,875.386108
6.362195969,887.638123
4.235291958,887.638123
6.617033482,1100.233154
6.716955662,1155.578857
6.702605247,1037.17041
6.777858257,785.433777
6.81524229,757.569885
7.030891895,749.786194
6.711472988,916.805237
6.769620419,916.805237
6.744737148,925.228821
6.305234909,874.982056
6.27246666,773.111755
6.223531723,876.887207
6.051909447,1209.671997
6.419239998,718.657593
6.29557085,655.070984
6.380712509,654.744446
6.493863106,852.403687
6.601199627,579.964905
6.41108036,881.295166
6.403969288,749.684937
7,352.684326
6.336559772,550.33136
6.892553806,431.404266
5.683364868,651.927673
6.62691927,444.502045
7.782305241,554.234009
5.661171436,875.386108
6.69771719,1100.36743
6.601893902,876.887207
6.168448925,806.326538
6.30779171,1133.36011
7.008312702,1218.903198
6.050212383,1266.984375
7.85305357,524.209839
6.638091564,1561.426514
6.772832394,1400.852417
6.129635811,1636.796875
6.288949966,665.322266
6.196472645,875.386108
6.265803814,887.638123
6.250075817,887.638123
6.29637146,1100.233154
6.489424229,1037.17041
6.645074844,1155.578857
6.728727818,749.786194
6.547388554,757.569885
6.784352303,785.433777
6.662448883,916.805237
6.65066576,916.805237
6.553931236,925.228821
6.510365486,550.33136
7.727226257,554.234009
6.902542114,431.404266
6.605644226,444.502045
6.763484955,352.684326
6.713971615,367.818115
6.803712368,1218.903198
6.531909943,876.887207
6.534263134,1100.36743
6.276130199,1133.36011
5.97590971,1636.796875
6.673858643,1400.852417
6.840682983,1561.426514
6.743879795,558.949829
7.706210613,524.209839
6.366380215,1266.984375
6.4597826,875.386108
5.954051495,651.927673
6.668461323,352.684326
6.362308979,806.326538
5.900739193,875.386108
6.52633667,665.322266
6.455246925,887.638123
6.489785194,887.638123
6.805161476,1100.233154
6.701865673,1037.17041
6.813653469,1155.578857
6.954346657,785.433777
6.93981266,757.569885
6.997951508,749.786194
6.894144058,916.805237
6.877688885,916.805237
6.823846817,925.228821
6.811954498,444.502045
7.837825775,554.234009
7.065558434,367.818115
6.772458553,431.404266
6.774273396,352.684326
6.462438583,550.33136
6.698260307,352.684326
7.043309212,1218.903198
6.606623173,876.887207
6.737651825,1100.36743
6.402367592,1133.36011
6.785739422,1400.852417
7.841412544,524.209839
6.25357914,1266.984375
6.805971146,1561.426514
6.724990845,558.949829
6.603414059,665.322266
6.605920792,875.386108
6.071696281,651.927673
6.053486824,875.386108
6.404680252,806.326538
6.372328281,887.638123
6.43497324,887.638123
6.578074455,1100.233154
6.672014236,1037.17041
6.621304035,1155.578857
6.82023716,785.433777
6.819730759,757.569885
6.933818817,749.786194
6.795229912,916.805237
6.818318844,916.805237
5.829857826,925.228821
6.730480671,444.502045
7.455258369,554.234009
7.025062561,367.818115
6.7803545,352.684326
6.539393902,550.33136
6.780026913,431.404266
6.736192703,352.684326
5.848760605,651.927673
5.793032646,875.386108
6.408756256,806.326538
6.467302322,876.887207
6.248678207,1133.36011
6.504551411,1100.36743
6.795095444,1218.903198
6.941388607,1561.426514
6.568500519,1400.852417
7.690998554,524.209839
5.979998112,1636.796875
6.822737694,558.949829
6.275874138,1266.984375
6.595338821,665.322266
6.587434292,875.386108
6.425293446,887.638123
6.506540298,887.638123
6.661977291,1100.233154
6.737555504,1037.17041
6.394697666,1155.578857
7.045770168,749.786194
6.881232262,785.433777
6.841556072,757.569885
6.778905869,916.805237
6.854032993,916.805237
6.745473862,925.228821
6.777126789,773.111755
6.887551785,874.982056
6.720756531,876.887207
6.470444679,1209.671997
6.914894581,718.657593
6.985660553,852.403687
6.918584347,654.744446
6.901706696,655.070984
6.872262955,579.964905
6.812123775,881.295166
6.960440159,749.684937
5.415962,651.927673
6.897965,444.502045
6.638395,550.33136
7.032772,352.684326
7.108381,367.818115
7.004028,352.684326
7.892309,554.234009
7.02253,431.404266
7.210752,1218.903198
5.594876,875.386108
6.801645,1133.36011
6.773037,876.887207
6.508845,1100.36743
6.44364,806.326538
6.912186,1400.852417
6.981538,1561.426514
6.24622,1636.796875
7.917965,524.209839
6.471572,1266.984375
6.850071,558.949829
6.799496,665.322266
6.734149,875.386108
6.887523,925.228821
6.391311,887.638123
6.287033,887.638123
6.749569,1100.233154
6.718371,1037.17041
6.794978,1155.578857
7.004046,757.569885
6.995958,785.433777
7.152125,749.786194
6.724711,916.805237
6.957004,916.805237
5.521506786,651.927673
6.750941277,550.33136
7.060578346,431.404266
7.010087013,352.684326
7.094969749,367.818115
6.979634762,352.684326
7.872046947,554.234009
6.67864275,444.502045
6.907058716,1218.903198
6.543271542,806.326538
6.696913719,876.887207
6.381279945,1100.36743
5.721951485,875.386108
6.854807377,1133.36011
5.671690464,1266.984375
7.036309242,1561.426514
6.61220026,1400.852417
7.951887131,524.209839
6.158957958,1636.796875
7.214575768,558.949829
6.781737328,665.322266
6.601557732,875.386108
6.553849697,887.638123
6.680765629,887.638123
8.017712593,554.234009
6.619833946,550.33136
5.276163101,1100.233154
6.646308899,1155.578857
6.581671238,1037.17041
6.830163002,757.569885
7.074726105,558.949829
7.062650204,749.786194
6.866641045,785.433777
7.956558704,524.209839
6.957479477,916.805237
6.945377827,916.805237
6.70684433,925.228821
6.79352808,1100.233154
6.919425011,1155.578857
6.875988007,1037.17041
7.239418507,749.786194
7.101107121,757.569885
6.987622738,785.433777
7.084787369,916.805237
7.053575516,916.805237
6.942018986,925.228821
5.948566437,651.927673
7.171746731,431.404266
7.271388531,352.684326
6.848403454,444.502045
7.251447201,367.818115
7.247068882,352.684326
7.284077168,1218.903198
7.072374821,1133.36011
6.908641815,876.887207
6.605830669,1100.36743
5.991736889,875.386108
6.620796204,806.326538
5.959701061,1400.852417
7.045608521,1561.426514
6.496710777,1266.984375
6.187783718,1636.796875
6.782144547,875.386108
6.923316002,665.322266
6.569024563,887.638123
6.498794079,887.638123
7.014377117,874.982056
6.882517815,773.111755
6.81420517,876.887207
6.599364758,1209.671997
6.981547832,718.657593
7.109512329,852.403687
7.053640366,654.744446
6.95265913,579.964905
6.948400497,655.070984
7.072260857,881.295166
7.092906475,749.684937
6.281151772,444.502045
5.971265316,651.927673
6.777897835,352.684326
7.575801849,554.234009
6.859202385,431.404266
6.962869644,367.818115
6.565732956,550.33136
6.747186184,352.684326
6.473877907,806.326538
6.329854965,1133.36011
6.576350689,876.887207
6.776148796,1218.903198
5.921270847,875.386108
6.577591419,1100.36743
5.876556396,1636.796875
6.919030666,1561.426514
6.61648035,1400.852417
6.802732468,558.949829
7.551017761,524.209839
6.386481285,1266.984375
6.455349922,665.322266
6.506716728,875.386108
6.519376755,887.638123
6.505288601,887.638123
6.651738167,1100.233154
6.737896919,1037.17041
6.777433395,1155.578857
6.934131622,757.569885
7.161194801,749.786194
6.905123234,785.433777
6.872086048,916.805237
6.849178314,916.805237
6.752227783,925.228821
7.429737568,554.234009
6.753632545,444.502045
6.699409008,431.404266
6.485185146,550.33136
6.735278606,352.684326
6.956560135,367.818115
7.193812847,1218.903198
6.45012188,876.887207
6.135299206,1133.36011
6.766646862,1100.36743
6.074274063,1266.984375
6.275959015,1535.178223
6.848310947,1400.852417
6.123703003,1636.796875
6.952374458,558.949829
7.589648247,524.209839
6.511687279,1561.426514
4.734183311,1492.528564
6.603614807,665.322266
6.612364292,875.386108
5.79891777,651.927673
5.801450729,875.386108
6.099386215,806.326538
6.155856133,887.638123
5.867540359,1100.233154
6.577297688,1037.17041
6.646139145,1155.578857
6.991778851,749.786194
6.713375092,757.569885
6.722786903,785.433777
6.701594353,916.805237
6.665521622,925.228821
6.423218727,444.502045
6.533535957,352.684326
7.249983788,554.234009
6.51595068,550.33136
6.754785538,431.404266
5.735954285,651.927673
6.893640995,367.818115
6.190579891,1133.36011
6.480303288,1218.903198
6.322916508,876.887207
5.682479858,875.386108
6.330366611,806.326538
6.321341038,1100.36743
5.390048981,1492.528564
6.949943542,1561.426514
6.12419939,1636.796875
6.23923111,1400.852417
6.457574368,1266.984375
7.232807636,558.949829
6.778954983,524.209839
5.154839516,1535.178223
6.433353424,665.322266
6.571809292,875.386108
6.400863647,887.638123
6.513593197,1100.233154
6.711099625,1037.17041
6.721875668,1155.578857
7.028775692,749.786194
6.848964214,785.433777
6.86970377,757.569885
6.900862217,916.805237
6.764548779,925.228821
6.508656502,550.33136
6.970728397,431.404266
6.834379673,444.502045
6.95819664,352.684326
7.134088516,367.818115
7.941977978,554.234009
6.580850601,876.887207
6.525644779,1133.36011
6.659125328,1100.36743
6.895311832,1218.903198
4.911527634,875.386108
6.987460613,1561.426514
6.596613884,1400.852417
6.094082355,1636.796875
5.347457409,1535.178223
6.846773148,558.949829
7.93000412,524.209839
6.490728378,1266.984375
6.762182236,665.322266
6.671778202,875.386108
6.084518433,651.927673
5.986598492,875.386108
6.567862988,806.326538
6.632454395,887.638123
6.954198837,1155.578857
6.825242043,1100.233154
6.879333019,1037.17041
7.045535564,757.569885
7.178742409,749.786194
7.012452126,785.433777
7.022686958,916.805237
6.924973965,925.228821
6.741992474,444.502045
7.776501656,554.234009
6.675923824,550.33136
7.193491459,352.684326
7.191658497,367.818115
7.02287674,431.404266
6.595025539,876.887207
6.423756599,1100.36743
6.52615881,1133.36011
5.271454811,1535.178223
6.435516357,1266.984375
6.981194496,1561.426514
7.958807468,524.209839
6.116158009,1636.796875
6.91623354,558.949829
6.515278339,1400.852417
4.787514687,1492.528564
6.666535378,875.386108
6.788080215,665.322266
5.85850668,651.927673
6.557676792,875.386108
5.683289051,806.326538
6.538838387,887.638123
6.768219471,1100.233154
6.813829899,1037.17041
6.857242107,1155.578857
6.786780357,757.569885
6.941979885,749.786194
7,785.433777
6.962682247,916.805237
6.821968079,925.228821
7.238828182,352.684326
7.026908398,431.404266
7.191175938,367.818115
7.806956291,554.234009
6.640780449,550.33136
6.865334988,444.502045
6.871315956,1100.36743
6.873543262,1133.36011
6.670115948,1218.903198
6.797301769,876.887207
5.183612823,1535.178223
5.847309589,1266.984375
6.951969624,558.949829
6.114266872,1492.528564
7.915938854,524.209839
6.887984753,1400.852417
6.850031853,1561.426514
5.013475895,1636.796875
6.780445099,665.322266
6.731881142,875.386108
6.123600483,651.927673
6.617520809,806.326538
6.582212925,887.638123
6.673711777,1100.233154
6.807972908,1037.17041
6.836631775,1155.578857
6.307876587,785.433777
6.887721062,757.569885
7.108006477,749.786194
6.873458862,916.805237
6.849206924,925.228821
7.777453899,554.234009
6.521810055,550.33136
6.821216583,431.404266
7.022651672,367.818115
6.849968433,352.684326
6.071440697,651.927673
6.720020294,444.502045
5.661077976,806.326538
6.069894314,875.386108
6.782402515,1218.903198
6.600097179,1100.36743
7.953709602,524.209839
6.726971149,1400.852417
6.905162334,1561.426514
6.498760223,1266.984375
6.179325104,1636.796875
6.785387039,558.949829
5.0104599,1535.178223
6.638599396,875.386108
6.67834568,665.322266
6.802143097,1155.578857
6.708212376,1100.233154
6.785523891,1037.17041
7.059020519,749.786194
6.89983654,785.433777
6.926517487,757.569885
6.910021305,916.805237
6.82626009,925.228821
6.914856911,874.982056
6.746822834,773.111755
6.713799953,876.887207
6.612094879,1209.671997
6.958411217,718.657593
6.820608616,579.964905
6.831017017,655.070984
6.892037392,852.403687
6.895641327,654.744446
6.918581963,749.684937
6.78 ,352.684326
7.07 ,367.818115
6.43 ,806.326538
6.56 ,1400.852417
5.09 ,1492.528564
6.37 ,1266.984375
6.64 ,916.805237
6.67 ,718.657593
6.63 ,655.070984
6.57 ,655.070984
6.48 ,1133.36011
6.60 ,876.887207
6.71 ,444.502045
6.82 ,431.404266
4.71 ,1535.178223
6.44 ,1209.671997
8.24 ,524.209839
6.28 ,1636.796875
6.74 ,1037.17041
6.55 ,1100.36743
6.34 ,1218.903198
6.68 ,785.433777
6.91 ,558.949829
6.98 ,558.949829
6.69 ,558.949829
6.69 ,558.949829
6.68 ,651.927673
6.66 ,651.927673
6.06 ,875.386108
6.65 ,757.569885
6.73 ,749.786194
6.46 ,444.502045
6.39 ,1218.903198
4.82 ,1492.528564
5.84 ,1266.984375
4.75 ,1535.178223
6.16 ,1100.36743
6.23 ,876.887207
6.23 ,876.887207
6.14 ,1133.36011
6.14 ,1133.36011
6.10 ,1218.903198
6.10 ,1218.903198
6.41 ,1155.578857
6.65 ,749.786194
6.59 ,785.433777
6.43 ,558.949829
6.98 ,524.209839
6.93 ,524.209839
6.93 ,524.209839
5.91 ,1636.796875
5.44 ,1492.528564
5.86 ,1266.984375
4.67 ,1535.178223
6.54 ,665.322266
6.63 ,916.805237
6.42 ,916.805237
6.44 ,444.502045
4.77 ,1492.528564
6.19 ,1100.36743
5.76 ,875.386108
6.39 ,1100.233154
6.46 ,1037.17041
6.44 ,1037.17041
6.53 ,757.569885
6.36 ,806.326538
6.36 ,806.326538
6.56 ,431.404266
6.33 ,352.684326
6.63 ,367.818115
6.30 ,876.887207
6.33 ,876.887207
6.19 ,1133.36011
6.24 ,1100.36743
6.28 ,1218.903198
6.33 ,806.326538
6.56 ,1155.578857
6.65 ,757.569885
7.41 ,524.209839
7.38 ,524.209839
6.33 ,1209.671997
5.93 ,1636.796875
4.81 ,1492.528564
4.80 ,1492.528564
5.86 ,1266.984375
4.67 ,1535.178223
6.46 ,1561.426514
6.50 ,665.322266
6.58 ,916.805237
6.53 ,718.657593
6.53 ,718.657593
6.56 ,655.070984
6.36 ,352.684326
6.73 ,367.818115
5.91 ,875.386108
6.05 ,875.386108
6.41 ,1100.233154
6.53 ,1037.17041
6.60 ,749.786194
6.57 ,785.433777
7.45 ,558.949829
6.83 ,431.404266
6.83 ,352.684326
6.97 ,367.818115
6.28 ,876.887207
6.29 ,876.887207
6.40 ,1218.903198
6.57 ,1155.578857
6.63 ,1100.233154
6.63 ,1100.233154
6.85 ,558.949829
7.77 ,524.209839
5.88 ,1636.796875
4.85 ,1492.528564
4.81 ,1492.528564
6.11 ,1266.984375
6.62 ,1561.426514
6.65 ,665.322266
6.74 ,916.805237
5.91 ,875.386108
5.91 ,875.386108
5.94 ,651.927673
6.76 ,757.569885
6.72 ,757.569885
6.92 ,431.404266
6.99 ,367.818115
6.29 ,876.887207
6.21 ,876.887207
6.38 ,1218.903198
6.22 ,875.386108
5.81 ,875.386108
6.51 ,1100.233154
6.50 ,1037.17041
6.60 ,757.569885
6.65 ,757.569885
6.59 ,558.949829
7.39 ,524.209839
5.26 ,1636.796875
4.80 ,1492.528564
4.80 ,1492.528564
6.12 ,1266.984375
6.12 ,1266.984375
4.92 ,1535.178223
6.44 ,1561.426514
6.64 ,665.322266
6.61 ,916.805237
5.85 ,651.927673
6.94 ,431.404266
6.39 ,1133.36011
6.38 ,1100.36743
6.04 ,1400.852417
4.81 ,1492.528564
4.85 ,1492.528564
6.36 ,876.887207
6.42 ,876.887207
6.65 ,1218.903198
6.37 ,444.502045
6.11 ,876.887207
6.18 ,876.887207
6.21 ,1133.36011
6.03 ,1100.36743
6.17 ,1218.903198
6.55 ,431.404266
6.51 ,431.404266
6.46 ,352.684326
6.59 ,367.818115
6.34 ,757.569885
6.29 ,757.569885
6.18 ,444.502045
6.27 ,444.502045
5.83 ,876.887207
5.98 ,876.887207
5.88 ,1133.36011
5.63 ,1100.36743
5.95 ,1218.903198
5.62 ,1266.984375
5.68 ,1266.984375
4.56 ,1535.178223
6.23 ,1561.426514
6.27 ,665.322266
6.27 ,665.322266
6.40 ,431.404266
6.37 ,352.684326
6.47 ,367.818115
6.21 ,1155.578857
6.31 ,1100.233154
6.24 ,1037.17041
6.32 ,916.805237
5.27 ,1400.852417
4.64 ,1492.528564
4.66 ,1492.528564
7.06 ,558.949829
6.53 ,651.927673
5.83 ,875.386108
6.10 ,1266.984375
6.19 ,1266.984375
5.86 ,1535.178223
6.53 ,1561.426514
6.75 ,665.322266
6.52 ,757.569885
6.76 ,757.569885
6.73 ,749.786194
4.88 ,1492.528564
4.82 ,1492.528564
6.51 ,444.502045
6.51 ,444.502045
6.35 ,876.887207
6.41 ,876.887207
6.25 ,1133.36011
6.37 ,1100.36743
6.35 ,1100.36743
6.43 ,1218.903198
6.64 ,558.949829
7.34 ,524.209839
6.22 ,1400.852417
6.66 ,431.404266
6.73 ,352.684326
6.82 ,367.818115
6.55 ,1155.578857
6.55 ,1037.17041
6.50 ,785.433777
6.68 ,916.805237
6.49 ,1100.233154
5.49 ,806.326538
6.30 ,1209.671997
6.18 ,1636.796875
6.37 ,718.657593
6.57 ,655.070984
6.55 ,651.927673
5.92 ,875.386108
6.34 ,1133.36011
6.48 ,1100.36743
6.52 ,1218.903198
6.43 ,1218.903198
6.03 ,1636.796875
6.67 ,431.404266
6.78 ,352.684326
6.86 ,367.818115
6.72 ,558.949829
7.66 ,524.209839
5.75 ,1266.984375
5.01 ,1535.178223
6.51 ,1561.426514
6.58 ,665.322266
5.68 ,1266.984375
6.61 ,444.502045
6.44 ,876.887207
6.55 ,876.887207
6.45 ,1155.578857
6.30 ,1100.233154
6.48 ,1037.17041
6.40 ,1400.852417
6.67 ,916.805237
6.57 ,651.927673
5.90 ,875.386108
6.61 ,757.569885
6.60 ,757.569885
5.04 ,1492.528564
4.92 ,1492.528564
5.95 ,651.927673
5.75 ,875.386108
4.81 ,1492.528564
4.80 ,1492.528564
6.80 ,558.949829
7.70 ,524.209839
5.92 ,1400.852417
6.43 ,1561.426514
6.22 ,665.322266
6.70 ,757.569885
6.70 ,757.569885
6.16 ,1266.984375
6.03 ,1266.984375
4.83 ,1535.178223
6.50 ,1155.578857
6.60 ,1037.17041
6.70 ,916.805237
6.50 ,1100.233154
6.60 ,431.404266
6.50 ,352.684326
6.70 ,367.818115
6.10 ,1133.36011
6.00 ,1100.36743
5.50 ,1218.903198
6.30 ,1218.903198
6.70 ,431.404266
5.71 ,352.684326
6.38 ,367.818115
6.48 ,444.502045
6.19 ,1133.36011
6.34 ,1100.36743
6.43 ,1218.903198
6.53 ,1400.852417
4.93 ,1535.178223
6.41 ,1561.426514
6.11 ,1492.528564
5.41 ,876.887207
6.16 ,1636.796875
6.75 ,876.887207
6.91 ,431.404266
6.97 ,352.684326
6.96 ,367.818115
6.25 ,1133.36011
6.35 ,1100.36743
6.65 ,1218.903198
6.53 ,1155.578857
6.42 ,1100.233154
6.49 ,1037.17041
6.60 ,757.569885
6.56 ,757.569885
6.56 ,916.805237
6.20 ,1636.796875
6.61 ,558.949829
7.59 ,524.209839
6.66 ,444.502045
6.48 ,876.887207
6.22 ,1400.852417
4.86 ,1492.528564
4.91 ,1492.528564
6.07 ,1266.984375
6.16 ,1266.984375
6.59 ,1535.178223
6.41 ,1561.426514
6.54 ,665.322266
5.98 ,651.927673
5.91 ,875.386108
6.00 ,651.927673
6.75 ,431.404266
6.85 ,352.684326
6.85 ,352.684326
6.92 ,367.818115
6.19 ,1133.36011
6.32 ,1100.36743
6.58 ,1218.903198
6.46 ,1155.578857
6.43 ,1100.233154
6.42 ,1037.17041
6.57 ,757.569885
6.55 ,757.569885
5.81 ,1636.796875
6.55 ,916.805237
6.20 ,875.386108
5.68 ,1266.984375
5.65 ,1266.984375
6.42 ,665.322266
6.25 ,444.502045
6.11 ,876.887207
6.23 ,876.887207
5.55 ,1400.852417
4.79 ,1492.528564
4.77 ,1492.528564
4.74 ,1535.178223
6.22 ,1561.426514
7.00 ,558.949829
7.57 ,524.209839
6.83 ,431.404266
6.86 ,352.684326
6.37 ,444.502045
6.27 ,876.887207
6.25 ,876.887207
6.46 ,1133.36011
6.32 ,1100.36743
6.32 ,1100.36743
6.49 ,1218.903198
6.60 ,1400.852417
5.84 ,1636.796875
6.69 ,367.818115
6.59 ,757.569885
6.53 ,757.569885
4.74 ,1492.528564
6.40 ,1155.578857
6.56 ,1100.233154
6.45 ,1037.17041
6.45 ,1037.17041
6.74 ,558.949829
6.16 ,1266.984375
6.38 ,1266.984375
6.71 ,1535.178223
6.69 ,1561.426514
6.48 ,665.322266
6.46 ,916.805237
7.31 ,524.209839
6.17 ,1209.671997
6.29 ,718.657593
6.21 ,444.502045
6.21 ,444.502045
6.17 ,876.887207
6.19 ,876.887207
6.05 ,1400.852417
5.96 ,1636.796875
5.98 ,651.927673
5.92 ,875.386108
6.13 ,1266.984375
6.20 ,1266.984375
6.40 ,1561.426514
6.40 ,1561.426514
6.42 ,665.322266
6.32 ,806.326538
6.42 ,1155.578857
6.41 ,1037.17041
6.42 ,757.569885
6.43 ,757.569885
6.58 ,749.786194
6.41 ,785.433777
4.88 ,1492.528564
4.81 ,1492.528564
6.45 ,916.805237
6.23 ,655.070984
6.39 ,1100.233154
6.28 ,1535.178223
6.17 ,1133.36011
6.38 ,1100.36743
6.37 ,1218.903198
6.61 ,431.404266
6.63 ,352.684326
6.59 ,367.818115
6.72 ,558.949829
7.11 ,524.209839
6.34 ,444.502045
4.65 ,1400.852417
6.19 ,431.404266
6.40 ,352.684326
6.48 ,367.818115
6.29 ,444.502045
5.97 ,876.887207
6.09 ,1133.36011
6.17 ,1100.36743
6.66 ,558.949829
6.98 ,524.209839
4.68 ,1492.528564
6.33 ,651.927673
5.72 ,875.386108
5.91 ,1266.984375
4.80 ,1535.178223
6.32 ,1561.426514
6.19 ,665.322266
6.36 ,916.805237
5.79 ,651.927673
5.67 ,875.386108
6.65 ,655.070984
6.84 ,579.964905
6.83 ,654.744446
6.84 ,852.403687
6.83 ,749.684937
6.69 ,773.111755
6.24 ,806.326538
6.34 ,352.684326
6.42 ,367.818115
5.82 ,876.887207
6.39 ,1155.578857
6.28 ,1100.233154
6.30 ,1037.17041
6.37 ,785.433777
6.37 ,1209.671997
5.37 ,1400.852417
5.81 ,1636.796875
4.86 ,1492.528564
6.23 ,1266.984375
6.40 ,665.322266
6.20 ,916.805237
6.23 ,444.502045
6.02 ,1133.36011
5.10 ,1535.178223
6.14 ,1561.426514
6.56 ,550.33136
5.87 ,558.949829
6.77 ,874.982056
6.80 ,874.982056
7.16 ,524.209839
6.81 ,718.657593
6.49 ,718.657593
5.84 ,875.386108
6.10 ,1209.671997
5.88 ,1636.796875
6.49 ,718.657593
6.44 ,655.070984
6.46 ,579.964905
6.52 ,654.744446
6.47 ,852.403687
6.48 ,881.295166
6.50 ,749.684937
6.41 ,773.111755
6.50 ,874.982056
5.94 ,651.927673
6.04 ,887.638123
7.40 ,554.234009
6.67 ,1155.578857
6.52 ,1100.233154
6.53 ,757.569885
6.75 ,749.786194
6.69 ,785.433777
6.55 ,916.805237
6.47 ,444.502045
6.35 ,876.887207
6.27 ,1100.36743
6.12 ,1400.852417
6.36 ,1218.903198
4.84 ,1492.528564
6.14 ,1266.984375
6.19 ,1535.178223
6.43 ,1561.426514
6.47 ,665.322266
6.64 ,367.818115
6.58 ,558.949829
7.39 ,524.209839
6.40 ,550.33136
6.42 ,352.684326
5.54 ,651.927673
6.34 ,806.326538
6.41 ,875.386108
6.80 ,749.786194
6.06 ,1209.671997
6.15 ,1266.984375
4.85 ,1535.178223
6.43 ,1561.426514
6.56 ,665.322266
6.63 ,916.805237
6.62 ,718.657593
6.56 ,655.070984
6.68 ,579.964905
6.63 ,654.744446
6.65 ,852.403687
6.60 ,749.684937
6.50 ,773.111755
6.61 ,874.982056
5.88 ,550.33136
5.77 ,887.638123
6.42 ,925.228821
6.50 ,558.949829
6.39 ,524.209839
6.73 ,352.684326
6.64 ,367.818115
6.42 ,444.502045
6.34 ,876.887207
6.26 ,1133.36011
6.17 ,1100.36743
6.23 ,1400.852417
4.75 ,1492.528564
6.73 ,444.502045
5.80 ,1636.796875
7.49 ,554.234009
6.83 ,444.502045
6.40 ,1400.852417
6.84 ,431.404266
6.83 ,431.404266
6.57 ,1209.671997
6.48 ,1636.796875
6.84 ,718.657593
6.85 ,579.964905
6.85 ,579.964905
6.77 ,654.744446
6.88 ,852.403687
6.78 ,881.295166
6.78 ,749.684937
6.78 ,773.111755
6.80 ,874.982056
6.69 ,550.33136
6.67 ,925.228821
6.82 ,655.070984
6.47 ,806.326538
6.72 ,558.949829
6.63 ,524.209839
6.79 ,554.234009
6.34 ,887.638123
6.86 ,352.684326
6.86 ,352.684326
6.57 ,876.887207
6.57 ,876.887207
